Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
898,2,7,1,EdTech,Bangalore,818278,655464,No,Low,500000
899,19,9,4,EdTech,Kolkata,1741634,1790494,Yes,High,5000000
900,11,11,7,AI,Kolkata,839274,1962536,Yes,High,5000000
901,8,10,1,EdTech,Hyderabad,423335,106802,No,Low,500000
902,6,5,2,FinTech,Hyderabad,1289981,1787888,Yes,High,5000000
903,13,1,9,AgriTech,Pune,1524352,2274426,Yes,High,5000000
904,18,6,10,FinTech,Hyderabad,618941,2012412,Yes,High,5000000
905,14,3,4,AI,Delhi,419076,2001730,Yes,High,5000000
906,11,14,3,AI,Kolkata,489499,630301,Yes,High,5000000
907,11,8,4,FinTech,Hyderabad,181490,1869884,Yes,High,5000000
908,2,11,5,CleanTech,Bangalore,1593546,380365,No,Low,500000
909,17,15,2,HealthTech,Bangalore,953344,988883,Yes,High,5000000
910,20,1,1,AI,Bangalore,830865,172162,No,Low,500000
911,5,7,10,AI,Mumbai,360168,760986,Yes,High,5000000
912,4,3,2,FinTech,Pune,907497,75068,No,Low,500000
913,4,6,8,EdTech,Chennai,1852310,69482,No,Low,500000
914,13,1,8,EdTech,Mumbai,1176842,2454004,Yes,High,5000000
915,4,2,4,AgriTech,Pune,1231294,1093493,No,Low,500000
916,19,13,4,AgriTech,Delhi,1797732,2065350,Yes,High,5000000
917,16,11,10,AgriTech,Pune,651252,2282187,Yes,High,5000000
918,20,6,3,AI,Hyderabad,1959123,726086,No,Low,500000
919,5,14,10,E-Commerce,Kolkata,788370,106906,No,Low,500000
920,18,14,1,HealthTech,Mumbai,343576,770410,Yes,High,5000000
921,2,13,6,E-Commerce,Kolkata,1262398,414098,No,Low,500000
922,20,3,6,FinTech,Hyderabad,591135,1409195,Yes,High,5000000
923,12,6,8,E-Commerce,Hyderabad,771894,482374,No,Low,500000
924,8,14,9,FinTech,Delhi,1787802,2487420,Yes,High,5000000
925,11,15,7,EdTech,Chennai,1516916,2119888,Yes,High,5000000
926,17,11,8,CleanTech,Bangalore,767200,904119,Yes,High,5000000
927,3,15,8,CleanTech,Mumbai,1352556,2060293,Yes,High,5000000
928,6,12,9,E-Commerce,Chennai,1052551,696457,No,Low,500000
929,2,6,1,AgriTech,Chennai,783112,44198,No,Low,500000
930,12,7,5,E-Commerce,Mumbai,588562,147137,No,Low,500000
931,20,3,5,FinTech,Pune,292081,1890660,Yes,High,5000000
932,6,6,4,CleanTech,Delhi,844088,77421,No,Low,500000
933,7,5,8,AI,Delhi,1861294,2299951,Yes,High,5000000
934,19,8,6,FinTech,Chennai,1588580,2187247,Yes,High,5000000
935,20,3,3,HealthTech,Bangalore,965131,1805925,Yes,High,5000000
936,13,11,7,AI,Kolkata,978542,830027,No,Low,500000
937,15,12,8,AI,Delhi,1067327,2242392,Yes,High,5000000
938,19,8,1,AgriTech,Bangalore,1620428,2188323,Yes,High,5000000
939,7,10,8,FinTech,Kolkata,1397850,523640,No,Low,500000
940,15,12,2,EdTech,Pune,361178,556424,Yes,High,5000000
941,5,1,3,FinTech,Delhi,1922813,2260081,Yes,High,5000000
942,8,0,4,AgriTech,Delhi,134213,1061447,Yes,High,5000000
943,5,1,4,FinTech,Bangalore,592406,1201170,Yes,High,5000000
944,2,9,4,E-Commerce,Chennai,1251018,284978,No,Low,500000
945,4,9,10,E-Commerce,Mumbai,1985496,411605,No,Low,500000
946,9,10,4,HealthTech,Mumbai,1252681,470152,No,Low,500000
947,12,6,1,FinTech,Delhi,1583501,2245968,Yes,High,5000000
948,2,6,3,EdTech,Pune,528948,799531,Yes,High,5000000
949,7,7,9,E-Commerce,Hyderabad,195369,1838579,Yes,High,5000000
950,14,9,10,HealthTech,Bangalore,1270459,242718,No,Low,500000
951,2,2,4,AI,Kolkata,117312,203615,Yes,High,5000000
952,14,7,3,AgriTech,Pune,1111104,476935,No,Low,500000
953,8,6,2,EdTech,Hyderabad,1057215,1871313,Yes,High,5000000
954,11,14,4,FinTech,Pune,1521967,319637,No,Low,500000
955,7,11,1,EdTech,Bangalore,1014986,2487787,Yes,High,5000000
956,20,5,2,HealthTech,Bangalore,862981,1334079,Yes,High,5000000
957,9,8,7,AgriTech,Hyderabad,1057132,188932,No,Low,500000
958,2,7,4,AI,Kolkata,815679,468209,No,Low,500000
959,7,1,1,EdTech,Chennai,1143776,1219676,Yes,High,5000000
960,4,13,8,FinTech,Kolkata,777056,2452572,Yes,High,5000000
961,8,5,10,E-Commerce,Bangalore,815584,234994,No,Low,500000
962,7,1,4,EdTech,Kolkata,1000542,908092,No,Low,500000
963,18,1,4,FinTech,Mumbai,749888,1458583,Yes,High,5000000
964,11,6,3,E-Commerce,Delhi,631582,1754997,Yes,High,5000000
965,4,3,4,EdTech,Bangalore,1433896,2264875,Yes,High,5000000
966,14,3,3,HealthTech,Chennai,665339,297787,No,Low,500000
967,18,10,2,E-Commerce,Kolkata,1899576,777786,No,Low,500000
968,3,5,8,AI,Hyderabad,1491987,2197906,Yes,High,5000000
969,16,13,9,CleanTech,Pune,1615442,1315763,No,Low,500000
970,14,10,5,EdTech,Delhi,964821,77134,No,Low,500000
971,12,9,2,EdTech,Bangalore,207151,2143048,Yes,High,5000000
972,16,12,3,E-Commerce,Kolkata,967468,1679382,Yes,High,5000000
973,5,8,4,AI,Delhi,1200947,1348075,Yes,High,5000000
974,5,7,4,FinTech,Kolkata,805859,1292251,Yes,High,5000000
975,18,0,9,EdTech,Delhi,166923,2331321,Yes,High,5000000
976,19,1,5,AgriTech,Hyderabad,1192078,1259970,Yes,High,5000000
977,20,12,3,E-Commerce,Hyderabad,1948614,2330601,Yes,High,5000000
978,6,15,1,AgriTech,Mumbai,1833453,2257093,Yes,High,5000000
979,17,12,1,CleanTech,Bangalore,805163,203533,No,Low,500000
980,9,3,9,AI,Hyderabad,1086431,125232,No,Low,500000
981,13,11,3,HealthTech,Pune,1859119,1247089,No,Low,500000
982,19,11,9,E-Commerce,Hyderabad,192492,2394553,Yes,High,5000000
983,7,9,3,EdTech,Bangalore,686419,2063733,Yes,High,5000000
984,16,0,3,E-Commerce,Chennai,1668897,1332564,No,Low,500000
985,11,3,7,FinTech,Mumbai,860437,2208944,Yes,High,5000000
986,15,10,1,CleanTech,Bangalore,1710695,1999799,Yes,High,5000000
987,16,4,5,FinTech,Bangalore,1526270,1758228,Yes,High,5000000
988,15,3,4,CleanTech,Delhi,1288930,216112,No,Low,500000
989,8,13,2,E-Commerce,Bangalore,484769,1567890,Yes,High,5000000
990,20,8,8,FinTech,Delhi,590743,520694,No,Low,500000
991,6,3,8,HealthTech,Hyderabad,367353,2462812,Yes,High,5000000
992,5,6,7,CleanTech,Delhi,1905616,2254518,Yes,High,5000000
993,10,9,4,EdTech,Pune,1748793,2291577,Yes,High,5000000
994,10,5,2,FinTech,Pune,1952029,1981595,Yes,High,5000000
995,11,11,6,E-Commerce,Mumbai,715637,964342,Yes,High,5000000
996,20,3,4,EdTech,Pune,1084114,1603545,Yes,High,5000000
997,20,8,7,AI,Mumbai,1083810,60272,No,Low,500000
998,13,5,1,CleanTech,Chennai,1436695,391467,No,Low,500000
999,20,12,9,AgriTech,Mumbai,403976,2130066,Yes,High,5000000
1000,17,8,8,E-Commerce,Delhi,1227065,1878504,Yes,High,5000000
1001,3,3,6,HealthTech,Hyderabad,822137,1604387,Yes,High,5000000
1002,8,4,3,EdTech,Pune,99053,748733,Yes,High,5000000
1003,20,1,2,FinTech,Kolkata,339097,1204640,Yes,High,5000000
1004,12,10,2,HealthTech,Kolkata,846585,1976006,Yes,High,5000000
1005,12,11,6,CleanTech,Hyderabad,439399,1805466,Yes,High,5000000
1006,4,8,1,HealthTech,Kolkata,260232,2366223,Yes,High,5000000
1007,6,6,1,FinTech,Pune,1392025,2163392,Yes,High,5000000
1008,10,8,1,HealthTech,Kolkata,680493,932203,Yes,High,5000000
1009,8,1,7,AgriTech,Pune,664328,2145880,Yes,High,5000000
1010,4,14,1,FinTech,Kolkata,692678,825855,Yes,High,5000000
1011,8,2,10,HealthTech,Bangalore,1125723,109873,No,Low,500000
1012,8,9,6,EdTech,Mumbai,1937025,623226,No,Low,500000
1013,15,7,9,AgriTech,Mumbai,965789,2293056,Yes,High,5000000
1014,10,7,10,AI,Kolkata,214018,1345448,Yes,High,5000000
1015,7,4,8,AgriTech,Mumbai,1371695,2380230,Yes,High,5000000
1016,17,6,2,HealthTech,Kolkata,1018244,277628,No,Low,500000
1017,17,12,10,AgriTech,Bangalore,470433,44837,No,Low,500000
1018,19,7,2,E-Commerce,Mumbai,206569,2202164,Yes,High,5000000
1019,2,4,5,HealthTech,Delhi,1550035,1724764,Yes,High,5000000
1020,3,10,10,CleanTech,Bangalore,1532577,583459,No,Low,500000
1021,19,14,2,HealthTech,Pune,992071,2276971,Yes,High,5000000
1022,9,2,7,AgriTech,Pune,807806,1532328,Yes,High,5000000
1023,8,3,5,E-Commerce,Chennai,1693593,389475,No,Low,500000
1024,17,1,4,FinTech,Chennai,1552704,647494,No,Low,500000
1025,14,9,2,E-Commerce,Mumbai,1835292,357862,No,Low,500000
1026,5,13,8,E-Commerce,Kolkata,223340,2381030,Yes,High,5000000
1027,17,5,10,HealthTech,Bangalore,1505859,949390,No,Low,500000
1028,17,10,1,EdTech,Mumbai,1189173,1721589,Yes,High,5000000
1029,3,5,3,EdTech,Hyderabad,996393,376836,No,Low,500000
1030,20,0,8,HealthTech,Kolkata,1872239,2111154,Yes,High,5000000
1031,3,4,10,EdTech,Chennai,1635514,1452919,No,Low,500000
1032,12,1,6,FinTech,Delhi,1239209,1601114,Yes,High,5000000
1033,2,2,6,CleanTech,Mumbai,1520086,1828961,Yes,High,5000000
1034,9,9,1,CleanTech,Bangalore,1992060,518342,No,Low,500000
1035,3,14,5,CleanTech,Kolkata,255202,1918517,Yes,High,5000000
1036,9,8,9,AgriTech,Mumbai,1827232,2070048,Yes,High,5000000
1037,9,4,10,CleanTech,Kolkata,739499,1995683,Yes,High,5000000
1038,7,3,9,CleanTech,Hyderabad,442217,1839317,Yes,High,5000000
1039,17,6,6,CleanTech,Mumbai,1173333,2200730,Yes,High,5000000
1040,2,6,3,AgriTech,Kolkata,320073,1825711,Yes,High,5000000
1041,15,2,4,FinTech,Bangalore,1512597,252478,No,Low,500000
1042,15,14,6,E-Commerce,Delhi,978701,590150,No,Low,500000
1043,16,15,8,AgriTech,Pune,1857835,1644118,No,Low,500000
1044,10,4,7,CleanTech,Kolkata,1900115,560092,No,Low,500000
1045,14,9,2,AI,Chennai,96932,605819,Yes,High,5000000
1046,17,12,7,AgriTech,Kolkata,656666,968875,Yes,High,5000000
1047,6,14,5,FinTech,Mumbai,101591,429015,Yes,High,5000000
1048,9,3,6,AI,Hyderabad,1441016,439188,No,Low,500000
1049,9,13,3,FinTech,Pune,396266,1832324,Yes,High,5000000
1050,13,6,10,E-Commerce,Mumbai,109057,1196004,Yes,High,5000000
1051,19,7,1,EdTech,Mumbai,1960860,1584270,No,Low,500000
1052,18,9,7,HealthTech,Mumbai,830806,139627,No,Low,500000
1053,15,13,3,HealthTech,Kolkata,1327177,1494330,Yes,High,5000000
1054,10,1,5,AI,Mumbai,1157294,1254221,Yes,High,5000000
1055,19,3,7,EdTech,Kolkata,1236044,1466179,Yes,High,5000000
1056,3,13,6,CleanTech,Delhi,1762820,2406788,Yes,High,5000000
1057,14,13,5,E-Commerce,Delhi,1824276,216673,No,Low,500000
1058,3,2,2,AI,Pune,678183,1457711,Yes,High,5000000
1059,9,6,1,FinTech,Kolkata,774414,743387,No,Low,500000
1060,18,2,3,HealthTech,Pune,619754,1374176,Yes,High,5000000
1061,7,12,9,HealthTech,Delhi,1337167,2234378,Yes,High,5000000
1062,18,6,3,E-Commerce,Mumbai,1156690,1576935,Yes,High,5000000
1063,14,9,2,EdTech,Mumbai,598883,449204,No,Low,500000
1064,11,1,9,CleanTech,Bangalore,85683,404018,Yes,High,5000000
1065,14,8,6,AgriTech,Bangalore,104838,1777926,Yes,High,5000000
1066,8,10,7,E-Commerce,Chennai,1036238,166709,No,Low,500000
1067,10,3,8,AI,Bangalore,504004,2329017,Yes,High,5000000
1068,20,11,1,AI,Mumbai,1340369,1198815,No,Low,500000
1069,7,1,6,AI,Hyderabad,1519876,325092,No,Low,500000
1070,11,11,8,AgriTech,Hyderabad,932978,1366969,Yes,High,5000000
1071,5,13,7,HealthTech,Delhi,171568,1388741,Yes,High,5000000
1072,9,8,10,AI,Kolkata,1021689,1441096,Yes,High,5000000
1073,12,8,4,CleanTech,Bangalore,471268,598802,Yes,High,5000000
1074,8,12,2,HealthTech,Bangalore,1822014,1611925,No,Low,500000
1075,2,9,10,HealthTech,Bangalore,208612,1549155,Yes,High,5000000
1076,4,4,4,E-Commerce,Chennai,1625008,938664,No,Low,500000
1077,12,1,5,E-Commerce,Kolkata,1085537,286293,No,Low,500000
1078,14,13,4,AI,Delhi,378329,1635248,Yes,High,5000000
1079,8,13,1,EdTech,Mumbai,1580178,1843668,Yes,High,5000000
1080,4,13,3,AI,Delhi,366953,1202582,Yes,High,5000000
1081,4,13,9,AgriTech,Delhi,1784128,458599,No,Low,500000
1082,12,13,7,CleanTech,Hyderabad,568844,1273768,Yes,High,5000000
1083,6,2,6,HealthTech,Bangalore,698958,2156806,Yes,High,5000000
1084,8,3,1,E-Commerce,Pune,1820213,2148078,Yes,High,5000000
1085,12,3,2,AgriTech,Kolkata,691953,1429717,Yes,High,5000000
1086,9,9,8,E-Commerce,Pune,932841,783069,No,Low,500000
1087,17,3,9,EdTech,Delhi,1594492,1628710,Yes,High,5000000
1088,13,7,3,FinTech,Chennai,1515745,1070204,No,Low,500000
1089,15,4,8,AI,Delhi,1706585,2099595,Yes,High,5000000
1090,13,9,9,CleanTech,Pune,587616,906309,Yes,High,5000000
1091,18,6,2,E-Commerce,Delhi,1747393,1671194,No,Low,500000
1092,4,6,5,CleanTech,Mumbai,1014298,2435468,Yes,High,5000000
1093,12,12,8,AgriTech,Pune,1828564,1279459,No,Low,500000
1094,15,15,3,EdTech,Chennai,1006910,955161,No,Low,500000
1095,13,0,10,AI,Kolkata,463151,429583,No,Low,500000
1096,2,3,2,E-Commerce,Kolkata,1748726,1873248,Yes,High,5000000
1097,7,13,1,HealthTech,Kolkata,726226,139347,No,Low,500000
1098,8,5,3,AgriTech,Mumbai,240384,615500,Yes,High,5000000
1099,16,14,7,EdTech,Mumbai,310984,1392763,Yes,High,5000000
1100,8,1,10,CleanTech,Chennai,1175184,1123204,No,Low,500000
1101,5,5,9,HealthTech,Pune,1705731,440866,No,Low,500000
1102,11,9,4,E-Commerce,Chennai,1683361,2456692,Yes,High,5000000
1103,8,15,9,E-Commerce,Delhi,140454,596783,Yes,High,5000000
1104,4,3,8,E-Commerce,Mumbai,663347,1225822,Yes,High,5000000
1105,16,4,4,CleanTech,Hyderabad,1965329,2287621,Yes,High,5000000
1106,20,3,4,CleanTech,Pune,1774213,626037,No,Low,500000
1107,13,15,5,FinTech,Chennai,1382053,1956874,Yes,High,5000000
1108,20,8,10,FinTech,Kolkata,84458,42760,No,Low,500000
1109,11,11,10,FinTech,Mumbai,393754,1081045,Yes,High,5000000
1110,10,14,1,AI,Pune,1727913,973646,No,Low,500000
1111,9,0,2,HealthTech,Pune,744279,2428322,Yes,High,5000000
1112,11,3,8,AgriTech,Kolkata,1719481,746055,No,Low,500000
1113,14,8,5,AI,Chennai,1571799,2342801,Yes,High,5000000
1114,14,12,1,CleanTech,Hyderabad,1652206,1854626,Yes,High,5000000
1115,3,2,4,AgriTech,Delhi,66718,317962,Yes,High,5000000
1116,11,1,5,E-Commerce,Hyderabad,479459,428299,No,Low,500000
1117,20,6,5,CleanTech,Chennai,1012046,1921852,Yes,High,5000000
1118,2,15,5,CleanTech,Chennai,1061658,289721,No,Low,500000
1119,10,12,5,AgriTech,Kolkata,438215,560759,Yes,High,5000000
1120,17,14,2,CleanTech,Bangalore,925497,1795103,Yes,High,5000000
1121,4,3,9,AI,Hyderabad,1337960,1559155,Yes,High,5000000
1122,18,10,5,EdTech,Pune,274184,932784,Yes,High,5000000
1123,5,9,6,AI,Bangalore,640045,920775,Yes,High,5000000
1124,3,9,2,EdTech,Pune,1340080,882000,No,Low,500000
1125,9,4,5,CleanTech,Mumbai,1301843,1095552,No,Low,500000
1126,19,0,4,FinTech,Delhi,1351080,2209685,Yes,High,5000000
1127,13,2,5,EdTech,Hyderabad,1173579,694487,No,Low,500000
1128,13,8,6,EdTech,Mumbai,880161,2337883,Yes,High,5000000
1129,14,10,10,E-Commerce,Bangalore,1493707,1096524,No,Low,500000
1130,12,5,6,HealthTech,Mumbai,1244656,2055930,Yes,High,5000000
1131,13,2,8,E-Commerce,Pune,998282,48575,No,Low,500000
1132,7,13,5,AgriTech,Bangalore,1771731,685346,No,Low,500000
1133,4,2,4,AgriTech,Chennai,417626,1371663,Yes,High,5000000
1134,17,9,5,HealthTech,Hyderabad,934725,2425034,Yes,High,5000000
1135,13,8,5,AI,Chennai,1685652,1646778,No,Low,500000
1136,15,15,4,E-Commerce,Delhi,58105,1605136,Yes,High,5000000
1137,19,3,6,EdTech,Kolkata,378078,233822,No,Low,500000
1138,6,15,4,AgriTech,Hyderabad,741923,849442,Yes,High,5000000
1139,10,0,9,EdTech,Kolkata,1098801,1816056,Yes,High,5000000
1140,7,6,10,FinTech,Pune,979670,896733,No,Low,500000
1141,11,11,5,CleanTech,Mumbai,913071,1829183,Yes,High,5000000
1142,14,1,1,EdTech,Kolkata,348063,1581175,Yes,High,5000000
1143,11,0,6,FinTech,Hyderabad,100934,1095213,Yes,High,5000000
1144,18,8,7,AgriTech,Bangalore,629864,1616619,Yes,High,5000000
1145,4,2,10,FinTech,Pune,1621612,2385256,Yes,High,5000000
1146,17,0,3,EdTech,Bangalore,1036839,180332,No,Low,500000
1147,11,10,10,HealthTech,Pune,956326,226689,No,Low,500000
1148,18,13,8,AI,Hyderabad,1430863,2109358,Yes,High,5000000
1149,15,7,2,HealthTech,Chennai,185904,1507518,Yes,High,5000000
1150,5,9,3,FinTech,Pune,1513927,875134,No,Low,500000
1151,8,2,9,AgriTech,Delhi,1294512,385695,No,Low,500000
1152,15,10,5,EdTech,Kolkata,490077,2442832,Yes,High,5000000
1153,2,12,2,E-Commerce,Mumbai,307034,1022730,Yes,High,5000000
1154,13,10,4,FinTech,Hyderabad,703236,1295994,Yes,High,5000000
1155,19,10,10,FinTech,Hyderabad,236417,69071,No,Low,500000
1156,19,4,8,AgriTech,Mumbai,1809096,615744,No,Low,500000
1157,2,3,2,FinTech,Hyderabad,536101,1985474,Yes,High,5000000
1158,18,0,5,FinTech,Kolkata,1506740,1692213,Yes,High,5000000
1159,16,1,9,FinTech,Bangalore,1535162,2169436,Yes,High,5000000
1160,5,5,8,EdTech,Mumbai,1447241,1119149,No,Low,500000
1161,17,2,7,FinTech,Bangalore,548548,2273294,Yes,High,5000000
1162,7,10,9,HealthTech,Delhi,1768008,2344001,Yes,High,5000000
1163,10,2,2,AgriTech,Kolkata,60239,2080188,Yes,High,5000000
1164,16,7,1,CleanTech,Kolkata,576771,1332672,Yes,High,5000000
1165,18,8,6,EdTech,Chennai,1072469,1151702,Yes,High,5000000
1166,17,13,9,FinTech,Bangalore,392272,599250,Yes,High,5000000
1167,7,6,3,E-Commerce,Kolkata,434671,2403339,Yes,High,5000000
1168,5,8,8,CleanTech,Pune,1268345,289621,No,Low,500000
1169,13,8,2,CleanTech,Bangalore,1864431,1215692,No,Low,500000
1170,17,4,3,HealthTech,Bangalore,204564,494468,Yes,High,5000000
1171,2,1,7,E-Commerce,Bangalore,1162019,1402780,Yes,High,5000000
1172,9,15,6,FinTech,Bangalore,1379718,1527561,Yes,High,5000000
1173,8,3,5,CleanTech,Hyderabad,1764020,862459,No,Low,500000
1174,14,15,10,AgriTech,Chennai,226194,413885,Yes,High,5000000
1175,7,11,5,AgriTech,Pune,929378,867390,No,Low,500000
1176,8,10,5,AI,Delhi,1769671,671056,No,Low,500000
1177,19,3,4,E-Commerce,Kolkata,106848,2423747,Yes,High,5000000
1178,13,9,3,AI,Mumbai,1864717,203616,No,Low,500000
1179,5,3,2,AI,Mumbai,630000,336773,No,Low,500000
1180,20,10,2,HealthTech,Hyderabad,536714,1239022,Yes,High,5000000
1181,7,12,3,CleanTech,Delhi,1102770,2160755,Yes,High,5000000
1182,16,6,8,E-Commerce,Delhi,118565,1045701,Yes,High,5000000
1183,11,14,9,AI,Bangalore,67321,1836838,Yes,High,5000000
1184,9,13,6,AI,Delhi,1431681,2263270,Yes,High,5000000
1185,19,1,2,FinTech,Bangalore,577410,428648,No,Low,500000
1186,6,2,8,AI,Pune,1735965,894773,No,Low,500000
1187,11,1,2,HealthTech,Hyderabad,1394017,1383946,No,Low,500000
1188,18,3,1,HealthTech,Pune,824247,1392942,Yes,High,5000000
1189,6,1,9,AI,Delhi,1556856,521352,No,Low,500000
1190,19,9,10,E-Commerce,Mumbai,1162740,2146440,Yes,High,5000000
1191,8,8,6,E-Commerce,Delhi,895795,589189,No,Low,500000
1192,11,8,6,CleanTech,Chennai,581174,92599,No,Low,500000
1193,10,5,10,CleanTech,Pune,1671918,406798,No,Low,500000
1194,13,8,7,AI,Delhi,1440294,1493352,Yes,High,5000000
1195,7,7,3,AgriTech,Mumbai,286256,333917,Yes,High,5000000
1196,4,3,10,EdTech,Kolkata,361948,1445687,Yes,High,5000000
1197,13,2,5,E-Commerce,Delhi,1896717,1591674,No,Low,500000
1198,19,14,1,AI,Hyderabad,196405,486524,Yes,High,5000000
1199,8,3,5,E-Commerce,Delhi,216573,1850312,Yes,High,5000000
1200,14,8,6,CleanTech,Chennai,974604,65823,No,Low,500000
1201,4,0,4,HealthTech,Chennai,800842,1834207,Yes,High,5000000
1202,20,2,10,AI,Hyderabad,772512,2115912,Yes,High,5000000
1203,3,4,7,AI,Pune,1700770,1604855,No,Low,500000
1204,17,12,8,HealthTech,Kolkata,1733063,1079147,No,Low,500000
1205,2,5,6,AI,Bangalore,379622,213742,No,Low,500000
1206,5,1,4,AI,Hyderabad,1292349,2373050,Yes,High,5000000
1207,3,15,7,EdTech,Delhi,1775888,2173697,Yes,High,5000000
1208,18,10,5,FinTech,Chennai,1660970,1401618,No,Low,500000
1209,4,10,7,EdTech,Kolkata,1770369,838505,No,Low,500000
1210,15,12,6,EdTech,Chennai,1945718,600180,No,Low,500000
1211,4,10,2,AI,Bangalore,1416240,1659374,Yes,High,5000000
1212,13,2,1,AI,Kolkata,1984964,275938,No,Low,500000
1213,16,6,10,FinTech,Kolkata,596955,1650494,Yes,High,5000000
1214,2,3,8,AgriTech,Kolkata,958149,2105372,Yes,High,5000000
1215,9,2,1,FinTech,Mumbai,1592600,1247866,No,Low,500000
1216,14,8,2,HealthTech,Hyderabad,1049195,59583,No,Low,500000
1217,12,0,3,EdTech,Chennai,1625880,1326070,No,Low,500000
1218,15,4,1,E-Commerce,Delhi,472954,1268189,Yes,High,5000000
1219,9,5,3,HealthTech,Mumbai,1347334,1986024,Yes,High,5000000
1220,2,12,7,EdTech,Pune,695855,738303,Yes,High,5000000
1221,9,4,7,EdTech,Bangalore,443385,1604597,Yes,High,5000000
1222,16,5,8,EdTech,Kolkata,1682291,1406183,No,Low,500000
1223,13,15,9,CleanTech,Hyderabad,86094,371815,Yes,High,5000000
1224,9,9,2,AI,Delhi,130282,1963235,Yes,High,5000000
1225,17,3,3,E-Commerce,Chennai,1983078,2470451,Yes,High,5000000
1226,7,12,8,HealthTech,Chennai,1034101,431996,No,Low,500000
1227,19,9,2,AI,Mumbai,1312635,1458757,Yes,High,5000000
1228,2,2,1,AgriTech,Kolkata,1406993,1037228,No,Low,500000
1229,6,6,3,FinTech,Bangalore,1194844,431339,No,Low,500000
1230,3,13,2,AI,Hyderabad,707597,1303474,Yes,High,5000000
1231,2,8,2,AI,Delhi,775700,2158755,Yes,High,5000000
1232,13,11,8,E-Commerce,Delhi,647936,1599821,Yes,High,5000000
1233,14,5,6,HealthTech,Mumbai,1399352,1863675,Yes,High,5000000
1234,13,5,1,E-Commerce,Hyderabad,1208681,2453852,Yes,High,5000000
1235,14,15,4,AI,Kolkata,1758247,2095827,Yes,High,5000000
1236,12,7,8,FinTech,Bangalore,796183,1984535,Yes,High,5000000
1237,17,2,1,E-Commerce,Chennai,1349432,2007213,Yes,High,5000000
1238,9,5,9,AI,Delhi,336178,441279,Yes,High,5000000
1239,9,15,8,EdTech,Pune,493101,2392886,Yes,High,5000000
1240,7,0,10,FinTech,Chennai,575041,52222,No,Low,500000
1241,11,6,7,HealthTech,Bangalore,1640641,1800099,Yes,High,5000000
1242,11,2,9,AI,Delhi,1085188,1090110,Yes,High,5000000
1243,6,7,5,EdTech,Pune,188008,501783,Yes,High,5000000
1244,18,8,6,EdTech,Bangalore,209364,2430072,Yes,High,5000000
1245,8,12,10,EdTech,Mumbai,1292126,1360623,Yes,High,5000000
1246,17,11,9,EdTech,Mumbai,999803,761362,No,Low,500000
1247,2,3,2,CleanTech,Delhi,1918916,2221232,Yes,High,5000000
1248,15,0,2,FinTech,Hyderabad,490049,584799,Yes,High,5000000
1249,3,3,9,AI,Mumbai,1003665,1752621,Yes,High,5000000
1250,13,0,7,FinTech,Kolkata,1073930,2109606,Yes,High,5000000
1251,6,1,7,AI,Hyderabad,981252,1085115,Yes,High,5000000
1252,9,0,1,AgriTech,Bangalore,687576,821977,Yes,High,5000000
1253,9,12,2,FinTech,Delhi,1590509,32031,No,Low,500000
1254,7,10,8,E-Commerce,Chennai,1243734,181169,No,Low,500000
1255,6,13,1,EdTech,Delhi,349101,855251,Yes,High,5000000
1256,4,6,8,AI,Bangalore,834344,1073624,Yes,High,5000000
1257,9,11,6,AI,Bangalore,1048412,2069711,Yes,High,5000000
1258,8,12,4,AgriTech,Bangalore,618098,1539701,Yes,High,5000000
1259,17,10,5,AI,Chennai,116262,1637672,Yes,High,5000000
1260,10,5,2,HealthTech,Chennai,737002,185151,No,Low,500000
1261,13,12,7,AI,Hyderabad,1046734,1005018,No,Low,500000
1262,9,10,6,AgriTech,Bangalore,1243725,284535,No,Low,500000
1263,12,15,1,AgriTech,Bangalore,1700262,1232402,No,Low,500000
1264,4,5,7,FinTech,Chennai,1852309,721240,No,Low,500000
1265,2,0,6,E-Commerce,Pune,442696,1712926,Yes,High,5000000
1266,5,6,7,CleanTech,Hyderabad,854838,545129,No,Low,500000
1267,4,8,3,AgriTech,Bangalore,1864923,1287058,No,Low,500000
1268,6,3,3,AgriTech,Chennai,1888784,1495415,No,Low,500000
1269,2,8,2,HealthTech,Pune,1963193,1838155,No,Low,500000
1270,15,10,6,AgriTech,Hyderabad,1347807,1384299,Yes,High,5000000
1271,15,1,6,AI,Bangalore,1429481,571886,No,Low,500000
1272,9,5,10,CleanTech,Pune,919565,1710400,Yes,High,5000000
1273,5,14,6,EdTech,Bangalore,1683221,67948,No,Low,500000
1274,20,4,8,CleanTech,Delhi,1332690,1407293,Yes,High,5000000
1275,5,0,6,E-Commerce,Hyderabad,210641,2474741,Yes,High,5000000
1276,15,6,2,AgriTech,Bangalore,413505,197283,No,Low,500000
1277,14,4,8,AI,Pune,154036,406598,Yes,High,5000000
1278,19,11,2,FinTech,Chennai,1000897,54942,No,Low,500000
1279,9,4,3,AgriTech,Chennai,815834,2111854,Yes,High,5000000
1280,20,13,8,AgriTech,Mumbai,1856068,2172365,Yes,High,5000000
1281,4,1,9,FinTech,Pune,169571,521529,Yes,High,5000000
1282,8,0,7,AI,Kolkata,1622583,2012190,Yes,High,5000000
1283,10,15,10,FinTech,Bangalore,1205334,1821599,Yes,High,5000000
